OrderID,CustomerID,ProductID,Category,Price,Quantity,Delivery_Rating,Review_Text,Discount,Shipping_Cost,Discount_Percentage,Total_Amount,Net_Sales
ORD110170,CUST11715,PROD2712,Books,370.74,3.0,2.0,Terrible experience.,48.0,33.71,48.0,1112.22,612.0644000000001
ORD109980,CUST14303,PROD2945,Beauty,188.81,3.0,1.0,Terrible experience.,33.93,123.62,33.93,566.4300000000001,497.8603010000001
ORD107705,CUST14078,PROD1454,Sports,448.26,1.0,4.0,"Excellent product, highly recommend.",28.53,143.9,28.53,448.26,464.271422
ORD106257,CUST10231,PROD1595,Grocery,118.12,3.0,1.0,Not as described.,47.28,27.8,47.28,354.36,214.618592
ORD106089,CUST14955,PROD2528,Sports,223.83,3.0,4.0,Quality could be better.,22.15,70.88,22.15,671.49,593.6349650000001
ORD105238,CUST14780,PROD2536,Toys,491.72,4.0,3.0,"Excellent product, highly recommend.",29.96,83.38,29.96,1966.88,1460.9827520000003
ORD101198,CUST11639,PROD2197,Toys,299.71,2.0,2.0,Terrible experience.,23.82,39.04,23.82,599.42,495.678156
ORD109988,CUST11660,PROD1039,Home & Kitchen,343.33,4.0,,Will buy again.,46.64,132.8,46.64,1373.32,865.603552
ORD107519,CUST12914,PROD1492,Beauty,176.69,1.0,,Exceeded expectations.,3.8,56.94,3.8,176.69,226.91578
ORD106812,,PROD2505,Toys,206.44,1.0,,Not as described.,25.06,121.79,25.06,206.44,276.49613600000004
ORD109206,CUST13757,PROD2157,Toys,219.54,3.0,2.0,Fast delivery and great packaging.,34.35,107.23,34.35,658.62,539.61403
ORD108320,CUST11667,PROD1724,Toys,243.16,1.0,1.0,Good value for money.,39.6,97.75,39.6,243.16,244.61864
ORD107175,CUST14651,PROD2264,Electronics,292.19,1.0,3.0,Good value for money.,29.15,44.98,29.15,292.19,251.996615
ORD104470,CUST14876,PROD2889,Home & Kitchen,11.02,3.0,5.0,Quality could be better.,45.45,48.69,45.45,33.06,66.72423
ORD100891,CUST12343,PROD2415,Beauty,478.33,4.0,,Will buy again.,47.1,26.16,47.1,1913.32,1038.30628
ORD101969,CUST12472,,Electronics,249.82,1.0,4.0,Exceeded expectations.,3.22,51.29,3.22,249.82,293.065796
ORD105757,CUST13662,PROD2545,Beauty,417.6,3.0,,"Excellent product, highly recommend.",20.12,64.91,20.12,1252.8000000000002,1065.6466400000002
ORD106527,CUST13443,PROD2567,Toys,474.34,2.0,3.0,Five stars!,1.17,128.31,1.17,948.68,1065.890444
ORD106294,CUST12187,PROD2840,Beauty,251.06,1.0,5.0,Quality could be better.,16.47,67.63,16.47,251.06,277.340418
ORD107595,CUST12273,PROD2130,Home & Kitchen,468.7,2.0,2.0,Not as described.,26.84,118.1,26.84,937.4,803.90184
ORD109110,CUST12289,PROD2776,Home & Kitchen,264.01,1.0,5.0,,45.54,77.13,45.54,264.01,220.909846
ORD103249,CUST14917,PROD1134,Grocery,361.89,1.0,,Good value for money.,42.33,122.03,42.33,361.89,330.731963
ORD106570,CUST10757,PROD1520,Beauty,264.18,3.0,1.0,Fast delivery and great packaging.,6.37,146.92,6.37,792.54,888.975202
ORD106638,CUST13350,PROD1801,Beauty,,2.0,,Terrible experience.,4.65,51.18,4.65,,
ORD107351,CUST14362,PROD1987,Sports,198.25,3.0,,Fast delivery and great packaging.,29.46,132.1,29.46,594.75,551.63665
ORD110101,CUST12933,PROD2401,Home & Kitchen,207.47,3.0,,Fast delivery and great packaging.,26.61,100.84,26.61,622.41,557.626699
ORD107473,CUST12275,PROD1113,Sports,,3.0,2.0,Average product.,13.32,126.25,13.32,,
ORD110138,CUST12822,PROD2319,Beauty,107.82,3.0,,Fast delivery and great packaging.,44.97,104.71,44.97,323.46,282.710038
ORD109558,CUST14888,PROD2323,Clothing,409.96,2.0,,Not as described.,46.37,75.11,46.37,819.92,514.833096
ORD101239,CUST10390,PROD2660,Electronics,174.48,,,Average product.,20.13,49.65,20.13,,
ORD102289,CUST13537,PROD1546,Clothing,82.94,4.0,,Will buy again.,44.52,29.1,44.52,331.76,213.160448
ORD102740,CUST11058,PROD2703,Beauty,77.04,1.0,,Average product.,19.2,89.62,19.2,77.04,151.86832
ORD108467,CUST13175,PROD1574,Books,70.05,3.0,,Terrible experience.,36.84,148.74,36.84,210.15,281.47074
ORD104585,CUST11273,PROD2737,Sports,290.21,1.0,,Terrible experience.,23.8,115.95,23.8,290.21,337.09002
ORD109227,CUST13770,PROD1700,,326.1,3.0,4.0,Will buy again.,6.13,62.55,6.13,978.3,980.88021
ORD101229,CUST13993,PROD2904,,300.5,3.0,3.0,Exceeded expectations.,46.4,127.54,46.4,901.5,610.744
ORD109200,CUST11782,PROD2218,Grocery,366.88,2.0,4.0,Will buy again.,22.7,119.97,22.7,733.76,687.1664800000001
ORD106980,CUST12496,,Clothing,331.57,,,Exceeded expectations.,36.72,56.61,36.72,,
ORD105178,CUST12713,PROD1343,Beauty,208.21,3.0,,Quality could be better.,18.36,21.86,18.36,624.63,531.8079319999999
ORD104293,CUST12387,,Toys,108.2,4.0,,Not as described.,0.94,35.36,0.94,432.8,464.09168
ORD101058,CUST14150,PROD1591,Beauty,228.79,3.0,3.0,Average product.,5.03,134.05,5.03,686.37,785.895589
ORD106262,CUST10454,PROD1958,Beauty,120.48,2.0,,Will buy again.,24.81,128.75,24.81,240.96,309.927824
ORD100281,CUST11243,PROD2490,Toys,20.06,3.0,5.0,Terrible experience.,34.5,58.38,34.5,60.17999999999999,97.7979
ORD109235,CUST10991,PROD2284,Sports,178.41,4.0,,Terrible experience.,16.74,57.08,16.74,713.64,651.256664
ORD100968,CUST14451,PROD2506,Beauty,296.03,4.0,5.0,Average product.,34.77,123.07,34.77,1184.12,895.4714759999997
ORD103953,CUST13089,PROD1467,Sports,174.0,4.0,,"Excellent product, highly recommend.",34.93,141.91,34.93,696.0,594.7972
ORD101939,,PROD2100,Books,41.12,3.0,5.0,Fast delivery and great packaging.,35.2,121.29,35.2,123.36,201.22728
ORD109313,CUST10707,,Toys,148.21,3.0,,Five stars!,24.63,98.73,24.63,444.63,433.847631
ORD101274,CUST10738,PROD2296,Sports,152.8,1.0,1.0,Not as described.,45.74,51.55,45.74,152.8,134.45927999999998
ORD100619,CUST14972,PROD2441,Toys,317.15,2.0,2.0,,24.46,88.35,24.46,634.3,567.50022
ORD109362,CUST12987,PROD1317,Sports,451.82,3.0,,Good value for money.,22.51,50.36,22.51,1355.46,1100.7059539999998
ORD101742,CUST10619,PROD2976,Electronics,488.92,4.0,,Exceeded expectations.,9.97,125.04,9.97,1955.68,1885.738704
ORD101390,CUST10317,PROD2686,Books,468.39,,3.0,"Excellent product, highly recommend.",15.38,70.3,15.38,,
ORD102203,CUST10147,PROD1374,Books,199.5,1.0,3.0,Terrible experience.,2.12,128.38,2.12,199.5,323.6506
ORD103568,CUST11849,PROD1071,Sports,37.13,2.0,3.0,Fast delivery and great packaging.,31.68,69.61,31.68,74.26,120.344432
ORD106116,CUST11751,PROD1329,Home & Kitchen,480.8,,,Five stars!,12.43,127.14,12.43,,
ORD104219,CUST14804,PROD2982,Books,83.93,3.0,3.0,Fast delivery and great packaging.,15.21,63.33,15.21,251.79,276.822741
ORD106052,CUST10156,PROD2949,Beauty,489.16,4.0,2.0,"Excellent product, highly recommend.",38.54,77.22,38.54,1956.64,1279.770944
ORD103178,CUST13167,PROD1955,Grocery,375.08,3.0,2.0,Fast delivery and great packaging.,16.36,100.01,16.36,1125.24,1041.160736
ORD103192,CUST11106,PROD1051,Home & Kitchen,56.0,1.0,,Fast delivery and great packaging.,12.11,29.14,12.11,56.0,78.3584
ORD106099,CUST14633,PROD2831,Books,474.66,2.0,3.0,Quality could be better.,8.45,143.27,8.45,949.32,1012.37246
ORD107029,CUST13396,PROD2933,Grocery,115.56,4.0,4.0,Average product.,38.74,94.57,38.74,462.24,377.738224
ORD100575,CUST14298,PROD1239,Grocery,,1.0,1.0,Terrible experience.,6.49,86.02,6.49,,
ORD106656,CUST14598,PROD2927,Sports,395.01,3.0,,Good value for money.,22.69,129.12,22.69,1185.03,1045.266693
ORD107115,CUST11055,PROD2293,Electronics,278.01,1.0,2.0,Quality could be better.,25.35,132.55,25.35,278.01,340.084465
ORD109704,CUST10731,PROD2009,Grocery,255.19,2.0,2.0,Good value for money.,34.37,87.89,34.37,510.38,422.852394
ORD106276,CUST10342,PROD1724,Grocery,229.86,4.0,3.0,Fast delivery and great packaging.,31.66,140.54,31.66,919.44,768.8852959999999
ORD109898,CUST14403,PROD1481,Beauty,82.98,,,Fast delivery and great packaging.,40.54,28.42,40.54,,
ORD105897,CUST14493,PROD2239,Grocery,40.78,1.0,2.0,Good value for money.,2.24,34.72,2.24,40.78,74.586528
ORD105724,CUST11754,PROD1841,Clothing,374.17,4.0,,Good value for money.,14.82,97.58,14.82,1496.68,1372.452024
ORD100269,CUST12485,PROD1242,Beauty,12.63,2.0,,Quality could be better.,14.01,66.03,14.01,25.26,87.751074
ORD100629,,PROD1530,Beauty,219.7,4.0,,Five stars!,7.3,80.35,7.3,878.8,894.9976
ORD103081,CUST12953,PROD1784,Grocery,401.96,4.0,,Good value for money.,14.46,62.65,14.46,1607.84,1437.996336
ORD103466,CUST11629,PROD2059,Electronics,143.57,1.0,4.0,Not as described.,15.49,72.61,15.49,143.57,193.941007
ORD106430,CUST10918,PROD1301,Toys,305.99,2.0,2.0,Terrible experience.,26.09,126.94,26.09,611.98,579.254418
ORD101530,CUST12946,PROD1583,Beauty,164.45,1.0,4.0,Exceeded expectations.,33.19,97.15,33.19,164.45,207.019045
ORD107062,CUST13665,PROD2002,,398.47,3.0,1.0,Quality could be better.,19.06,149.65,19.06,1195.41,1117.214854
ORD104670,CUST11625,PROD1956,Toys,391.2,2.0,,Terrible experience.,35.97,122.29,35.97,782.4,623.26072
ORD105543,CUST11627,PROD1989,Grocery,,3.0,2.0,Average product.,16.81,55.58,16.81,,
ORD104356,CUST13713,PROD2391,Clothing,53.76,2.0,,Not as described.,14.51,54.36,14.51,107.52,146.27884799999998
ORD102113,CUST10399,PROD2099,Home & Kitchen,19.5,4.0,5.0,Not as described.,27.06,63.67,27.06,78.0,120.5632
ORD108219,CUST11066,PROD1656,Books,89.86,4.0,,Will buy again.,1.19,129.62,1.19,359.44,484.782664
ORD103216,CUST12857,PROD2075,Sports,364.63,3.0,1.0,"Excellent product, highly recommend.",3.99,23.55,3.99,1093.89,1073.7937889999998
ORD103814,CUST14138,PROD1184,Clothing,211.58,1.0,,"Excellent product, highly recommend.",20.9,49.92,20.9,211.58,217.27978
ORD108321,,PROD1375,Books,160.68,2.0,,Good value for money.,47.15,137.64,47.15,321.36,307.47876
ORD109460,CUST13148,PROD2809,Electronics,185.57,3.0,5.0,Good value for money.,36.08,103.19,36.08,556.71,459.0390320000001
ORD102278,CUST10301,PROD1012,Grocery,222.61,3.0,,Five stars!,4.41,49.49,4.41,667.83,687.868697
ORD104599,CUST14555,PROD2231,Toys,229.61,3.0,2.0,"Excellent product, highly recommend.",42.32,48.49,42.32,688.83,445.807144
ORD100013,CUST11184,PROD1554,Home & Kitchen,419.88,1.0,4.0,Quality could be better.,36.62,132.14,36.62,419.88,398.259944
ORD110159,CUST11109,PROD2381,Books,139.04,2.0,2.0,Five stars!,30.55,136.19,30.55,278.08,329.31656
ORD101525,CUST14444,PROD2440,Books,377.71,3.0,,Good value for money.,41.01,53.3,41.01,1133.13,721.733387
ORD102365,CUST14431,PROD1867,Electronics,498.14,2.0,3.0,,20.21,74.67,20.21,996.28,869.6018119999999
ORD104648,CUST14440,PROD1849,Toys,,3.0,2.0,Quality could be better.,11.08,128.5,11.08,,
ORD100374,CUST11931,PROD2568,Books,366.19,2.0,,"Excellent product, highly recommend.",25.6,120.23,25.6,732.38,665.12072
ORD109381,CUST14775,PROD1044,Toys,33.83,2.0,4.0,Not as described.,27.44,125.81,27.44,67.66,174.90409599999998
ORD106477,CUST14157,PROD1196,Sports,258.34,4.0,,Average product.,26.92,87.39,26.92,1033.36,842.569488
ORD100525,CUST13719,PROD2279,Home & Kitchen,316.0,2.0,2.0,Terrible experience.,28.25,138.5,28.25,632.0,591.96
ORD109131,CUST12654,PROD2518,Clothing,66.91,1.0,2.0,Five stars!,47.44,62.37,47.44,66.91,97.537896
ORD106895,CUST12823,PROD1372,Sports,70.94,2.0,4.0,,45.11,40.37,45.11,141.88,118.247932
ORD103591,CUST14349,PROD2987,Electronics,446.65,3.0,,Fast delivery and great packaging.,43.79,112.14,43.79,1339.9499999999998,865.325895
ORD107904,,PROD2843,Toys,452.36,3.0,4.0,Average product.,40.07,90.12,40.07,1357.08,903.418044
ORD102958,CUST10910,PROD2243,Books,167.22,2.0,3.0,Will buy again.,47.17,131.1,47.17,334.44,307.78465199999994
ORD100529,CUST10499,PROD1631,Home & Kitchen,102.66,2.0,,,4.92,30.55,4.92,205.32,225.768256
ORD103714,,PROD1930,Clothing,14.27,1.0,,Terrible experience.,13.26,129.68,13.26,14.27,142.057798
ORD104732,CUST11411,PROD2833,Sports,222.35,3.0,2.0,Fast delivery and great packaging.,24.75,58.13,24.75,667.05,560.085125
ORD101394,CUST11591,PROD1471,Books,270.53,2.0,2.0,Will buy again.,42.33,105.13,42.33,541.06,417.159302
ORD105631,CUST10198,PROD2946,Grocery,344.24,4.0,,Not as described.,25.26,25.22,25.26,1376.96,1054.359904
ORD106563,CUST14378,,Grocery,339.53,4.0,,Good value for money.,37.4,99.25,37.4,1358.12,949.43312
ORD104703,CUST10656,PROD1369,Clothing,397.86,3.0,5.0,"Excellent product, highly recommend.",6.95,113.25,6.95,1193.58,1223.87619
ORD101712,CUST14555,PROD2946,Beauty,299.11,2.0,,Not as described.,12.62,67.94,12.62,598.22,590.664636
ORD107162,CUST12235,PROD2366,Grocery,,4.0,1.0,Exceeded expectations.,36.59,48.0,36.59,,
ORD100955,CUST10345,PROD2168,Home & Kitchen,394.37,2.0,4.0,Terrible experience.,8.24,89.89,8.24,788.74,813.637824
ORD106675,CUST13164,PROD2694,Toys,289.6,3.0,3.0,Not as described.,17.57,128.31,17.57,868.8000000000001,844.4618399999999
ORD103453,CUST11461,PROD1309,Sports,132.07,3.0,,Fast delivery and great packaging.,13.24,62.06,13.24,396.21,405.811796
ORD108595,CUST11821,PROD2838,Sports,326.66,2.0,,Average product.,17.49,52.82,17.49,653.32,591.8743320000001
ORD102071,CUST14259,PROD1738,Grocery,,1.0,1.0,Exceeded expectations.,35.42,56.26,35.42,,
ORD107763,CUST11569,PROD2591,Electronics,113.3,3.0,,Five stars!,18.39,143.39,18.39,339.9,420.78239
ORD100158,CUST13581,PROD2914,Electronics,456.08,1.0,2.0,Quality could be better.,27.76,66.71,27.76,456.08,396.18219199999993
ORD107005,CUST13787,PROD2315,Clothing,125.85,3.0,,Exceeded expectations.,5.0,20.47,5.0,377.55,379.1424999999999
ORD109094,CUST12685,PROD1381,Electronics,56.86,4.0,4.0,Average product.,40.25,121.62,40.25,227.44,257.5154
ORD100352,CUST12660,PROD2188,Beauty,426.39,3.0,3.0,Exceeded expectations.,18.49,110.91,18.49,1279.17,1153.5614670000002
ORD106078,CUST13701,PROD1135,Electronics,313.81,4.0,4.0,Will buy again.,32.43,36.71,32.43,1255.24,884.8756680000001
ORD106236,CUST10241,PROD1781,Grocery,,,3.0,Exceeded expectations.,36.27,148.04,36.27,,
ORD108946,CUST13408,PROD2900,Electronics,26.23,1.0,4.0,Quality could be better.,10.48,99.05,10.48,26.23,122.531096
ORD107258,CUST13766,PROD1845,Books,487.31,4.0,3.0,Good value for money.,44.23,85.1,44.23,1949.24,1172.191148
ORD102920,CUST10006,PROD1929,Toys,342.48,1.0,3.0,Five stars!,30.81,69.69,30.81,342.48,306.65191200000004
ORD108503,CUST14938,PROD2369,Clothing,85.87,4.0,5.0,Will buy again.,21.44,136.83,21.44,343.48,406.66788800000006
ORD104644,CUST10191,PROD2384,Toys,357.75,3.0,,Exceeded expectations.,9.12,51.72,9.12,1073.25,1027.0896
ORD100661,CUST10770,PROD1743,Beauty,,3.0,,Fast delivery and great packaging.,47.12,57.15,47.12,,
ORD107057,CUST12003,PROD2601,Home & Kitchen,95.67,2.0,1.0,Average product.,37.75,35.91,37.75,191.34,155.01915
ORD103665,CUST10992,PROD1760,Home & Kitchen,129.58,4.0,,,10.4,118.69,10.4,518.32,583.10472
ORD107979,CUST10266,PROD2891,,95.25,2.0,4.0,Good value for money.,16.89,97.42,16.89,190.5,255.74455
ORD100306,CUST10569,PROD1906,Clothing,81.05,4.0,,Five stars!,40.48,99.18,40.48,324.2,292.14384
ORD104790,CUST12780,PROD1469,Sports,92.33,4.0,,Fast delivery and great packaging.,34.78,48.4,34.78,369.32,289.270504
ORD102356,CUST14283,PROD1377,Clothing,198.11,1.0,4.0,Not as described.,38.29,104.65,38.29,198.11,226.903681
ORD101927,CUST13273,PROD2317,Sports,467.99,4.0,1.0,Exceeded expectations.,22.06,119.51,22.06,1871.96,1578.515624
ORD110277,CUST10246,PROD2841,Grocery,395.87,1.0,1.0,Quality could be better.,35.82,66.53,35.82,395.87,320.59936600000003
ORD103427,CUST12801,PROD1474,Toys,306.2,,2.0,"Excellent product, highly recommend.",19.32,124.18,19.32,,
ORD108941,CUST11180,PROD1167,Beauty,201.73,1.0,4.0,"Excellent product, highly recommend.",10.56,65.34,10.56,201.73,245.767312
ORD103638,CUST12156,PROD2237,Sports,442.54,1.0,2.0,Exceeded expectations.,31.63,118.56,31.63,442.54,421.1245980000001
ORD101266,CUST13587,PROD1820,Home & Kitchen,127.5,4.0,1.0,Not as described.,48.8,24.38,48.8,510.0,285.5
ORD101560,CUST10778,PROD2466,Books,285.27,1.0,5.0,Not as described.,15.53,91.65,15.53,285.27,332.617569
ORD107179,CUST13697,PROD2863,Sports,307.75,1.0,5.0,Five stars!,23.05,146.04,23.05,307.75,382.853625
ORD104109,CUST10803,PROD1166,Home & Kitchen,411.66,1.0,3.0,"Excellent product, highly recommend.",33.7,147.56,33.7,411.66,420.49058
ORD107867,CUST14157,PROD2220,Sports,391.08,3.0,3.0,Fast delivery and great packaging.,27.08,56.63,27.08,1173.24,912.156608
ORD104904,CUST11827,PROD1146,Electronics,61.87,3.0,2.0,Fast delivery and great packaging.,42.17,77.38,42.17,185.61,184.718263
ORD107294,CUST11526,PROD1800,Electronics,,2.0,1.0,Terrible experience.,38.09,28.19,38.09,,
ORD100514,CUST12539,PROD1308,Electronics,267.13,3.0,2.0,Quality could be better.,2.91,133.53,2.91,801.39,911.599551
ORD100894,CUST14711,PROD1874,Home & Kitchen,225.08,1.0,2.0,Quality could be better.,49.92,93.91,49.92,225.08,206.630064
ORD108601,CUST11741,PROD1449,Home & Kitchen,148.63,3.0,,Fast delivery and great packaging.,37.62,70.06,37.62,445.89,348.206182
ORD100021,CUST12558,PROD1397,Clothing,73.9,,,Good value for money.,43.2,34.66,43.2,,
ORD100899,CUST10992,PROD2609,Sports,463.41,2.0,,Exceeded expectations.,32.56,143.08,32.56,926.82,768.1274080000001
ORD100207,CUST14736,PROD2301,Grocery,487.43,4.0,2.0,Will buy again.,42.81,88.93,42.81,1949.72,1203.974868
ORD100458,CUST13146,PROD2958,Sports,97.24,3.0,,Not as described.,5.62,56.78,5.62,291.72,332.105336
ORD102430,CUST11625,PROD2142,Beauty,442.51,4.0,1.0,Quality could be better.,17.39,65.53,17.39,1770.04,1527.760044
ORD108442,CUST12194,PROD1782,Clothing,209.57,4.0,2.0,Five stars!,43.82,55.19,43.82,838.28,526.135704
ORD109299,CUST11095,PROD1931,Books,231.45,3.0,2.0,"Excellent product, highly recommend.",10.08,98.24,10.08,694.3499999999999,722.59952
ORD103389,CUST13823,,Sports,114.7,4.0,2.0,Exceeded expectations.,3.91,140.9,3.91,458.8,581.76092
ORD103911,CUST13606,PROD1026,Electronics,472.0,1.0,,Five stars!,39.41,131.37,39.41,472.0,417.35480000000007
ORD105383,CUST13138,PROD2314,Books,121.01,3.0,5.0,"Excellent product, highly recommend.",41.77,79.85,41.77,363.03,291.242369
ORD108907,CUST14298,PROD1715,Beauty,9.49,1.0,4.0,Terrible experience.,8.13,127.44,8.13,9.49,136.15846299999998
ORD100552,CUST10455,PROD1132,Books,,4.0,,Average product.,42.72,75.0,42.72,,
ORD103144,CUST11238,PROD2051,Beauty,244.34,3.0,,Terrible experience.,34.34,52.8,34.34,733.02,534.100932
ORD106917,CUST10838,PROD2561,Books,325.56,2.0,1.0,Fast delivery and great packaging.,26.0,147.84,26.0,651.12,629.6688
ORD102056,CUST10593,PROD1896,Toys,122.57,4.0,2.0,Average product.,41.51,59.51,41.51,490.28,346.274772
ORD101925,CUST14145,PROD1164,,341.44,2.0,1.0,Not as described.,20.96,62.08,20.96,682.88,601.828352
ORD100634,CUST10384,PROD2055,Electronics,250.53,2.0,,Will buy again.,9.7,148.66,9.7,501.06,601.11718
ORD106082,CUST11212,PROD1842,Books,277.24,2.0,3.0,Terrible experience.,14.24,37.41,14.24,554.48,512.932048
ORD108508,CUST10449,PROD2908,Toys,488.25,4.0,3.0,Five stars!,25.26,118.87,25.26,1953.0,1578.5422
ORD110208,CUST13718,PROD1426,Electronics,135.57,3.0,,Five stars!,26.57,141.66,26.57,406.71,440.307153
ORD104630,CUST12117,PROD1065,Home & Kitchen,40.13,,2.0,Will buy again.,40.28,86.53,40.28,,
ORD108619,CUST11336,PROD1734,Books,155.88,4.0,5.0,,39.57,20.33,39.57,623.52,397.123136
ORD109465,CUST13271,PROD1986,Home & Kitchen,446.46,4.0,4.0,Quality could be better.,29.07,68.76,29.07,1785.84,1335.456312
ORD100105,,PROD2561,Beauty,215.05,1.0,,Quality could be better.,39.04,34.5,39.04,215.05,165.59448000000003
ORD103041,CUST14790,PROD1794,Books,160.9,1.0,4.0,Five stars!,9.59,74.1,9.59,160.9,219.56969
ORD101709,CUST11252,PROD1358,Beauty,104.76,2.0,3.0,Will buy again.,2.5,122.7,2.5,209.52,326.982
ORD100089,CUST14514,PROD1989,Home & Kitchen,104.11,3.0,,Fast delivery and great packaging.,43.68,77.03,43.68,312.33,252.934256
ORD107014,CUST12545,PROD2589,Books,430.99,4.0,,Five stars!,3.78,76.15,3.78,1723.96,1734.944312
ORD103174,CUST14449,PROD1860,Books,407.16,4.0,,Fast delivery and great packaging.,12.33,92.38,12.33,1628.64,1520.2086880000002
ORD100917,CUST10477,PROD2532,Electronics,414.89,4.0,4.0,Fast delivery and great packaging.,34.77,95.62,34.77,1659.56,1178.150988
ORD107833,CUST12711,PROD1360,Clothing,385.4,3.0,2.0,Average product.,20.47,131.32,20.47,1156.1999999999998,1050.84586
ORD106732,CUST11036,PROD2131,Clothing,303.94,3.0,5.0,Five stars!,43.82,60.09,43.82,911.82,572.350476
ORD101949,CUST10769,PROD1521,Sports,446.47,4.0,,Will buy again.,14.9,126.82,14.9,1785.88,1646.60388
ORD106368,CUST10196,PROD2387,Electronics,,4.0,3.0,Five stars!,0.59,93.57,0.59,,
ORD100001,CUST13772,PROD2031,Electronics,420.73,1.0,2.0,,15.03,59.07,15.03,420.73,416.564281
ORD108032,CUST13291,PROD1874,Clothing,233.05,4.0,3.0,Five stars!,28.9,58.37,28.9,932.2,721.1642
ORD106047,CUST10556,PROD1085,Books,,1.0,2.0,,18.8,66.95,18.8,,
ORD109127,CUST12181,PROD2226,Sports,219.65,4.0,5.0,"Excellent product, highly recommend.",26.74,100.95,26.74,878.6,744.6123600000001
ORD110144,CUST10058,PROD2237,Electronics,29.61,2.0,1.0,Quality could be better.,43.83,50.01,43.83,59.22,83.273874
ORD102720,CUST10987,PROD2296,Toys,176.36,2.0,5.0,"Excellent product, highly recommend.",45.62,139.64,45.62,352.72,331.449136
ORD108783,CUST13534,PROD1274,Beauty,284.15,4.0,1.0,Good value for money.,13.3,94.74,13.3,1136.6,1080.1722
ORD101152,CUST14263,PROD2116,Books,83.51,1.0,2.0,Average product.,23.11,139.6,23.11,83.51,203.810839
ORD103117,CUST13175,PROD1806,Grocery,193.67,3.0,4.0,Exceeded expectations.,27.46,26.03,27.46,581.01,447.494654
ORD110424,CUST14404,PROD1164,Toys,194.38,2.0,,Exceeded expectations.,47.46,64.54,47.46,388.76,268.794504
ORD103762,CUST14168,PROD1922,Sports,286.11,3.0,,Average product.,49.93,22.96,49.93,858.33,452.725831
ORD100213,CUST11016,PROD1802,Electronics,155.22,1.0,,Five stars!,11.77,55.39,11.77,155.22,192.340606
ORD100778,CUST10232,PROD1094,Books,326.12,,2.0,"Excellent product, highly recommend.",36.35,132.06,36.35,,
ORD103496,CUST12871,PROD1008,Grocery,313.13,1.0,,Good value for money.,18.9,24.76,18.9,313.13,278.70843
ORD101227,CUST13726,PROD1833,Grocery,447.72,4.0,3.0,Five stars!,0.41,76.7,0.41,1790.88,1860.237392
ORD102043,CUST13267,PROD2981,Sports,17.65,2.0,1.0,,0.46,35.28,0.46,35.3,70.41762
ORD108920,CUST14369,PROD2585,Sports,227.27,1.0,5.0,Will buy again.,23.03,74.19,23.03,227.27,249.119719
ORD105420,CUST10419,,Electronics,413.34,1.0,,Quality could be better.,24.42,129.05,24.42,413.34,441.452372
ORD106154,CUST14287,PROD2532,Grocery,35.7,4.0,1.0,Not as described.,1.13,101.0,1.13,142.8,242.18636
ORD108357,CUST13133,PROD2050,Sports,411.47,3.0,2.0,Terrible experience.,34.35,115.78,34.35,1234.41,926.170165
ORD109596,CUST10684,PROD1897,Home & Kitchen,223.04,3.0,,Exceeded expectations.,14.7,65.38,14.7,669.12,636.13936
ORD108465,CUST11866,PROD1258,Clothing,57.96,2.0,,,27.99,142.77,27.99,115.92,226.243992
ORD104167,CUST14500,PROD2953,,215.64,2.0,,Quality could be better.,15.05,112.2,15.05,431.28,478.57236
ORD103788,CUST10816,PROD1648,Toys,315.12,1.0,2.0,Five stars!,8.36,74.83,8.36,315.12,363.605968
ORD108586,CUST12311,PROD2242,Electronics,118.15,1.0,2.0,Will buy again.,20.36,75.44,20.36,118.15,169.53466
ORD100583,CUST11396,PROD2127,Home & Kitchen,431.81,4.0,,Fast delivery and great packaging.,11.61,139.43,11.61,1727.24,1666.1374360000002
ORD106207,CUST12942,PROD2494,Home & Kitchen,300.62,3.0,2.0,Exceeded expectations.,26.74,94.93,26.74,901.86,755.632636
ORD100623,CUST13136,PROD1536,Home & Kitchen,119.42,2.0,4.0,Will buy again.,9.94,111.83,9.94,238.84,326.929304
ORD100116,CUST14191,PROD2334,Beauty,197.24,2.0,2.0,Fast delivery and great packaging.,25.42,74.21,25.42,394.48,368.413184
ORD106644,CUST14163,PROD2048,Sports,214.72,2.0,3.0,"Excellent product, highly recommend.",7.87,49.08,7.87,429.44,444.723072
ORD109950,,PROD1449,Clothing,450.57,3.0,4.0,Five stars!,33.55,114.06,33.55,1351.71,1012.271295
ORD106265,CUST12276,PROD2818,Toys,99.17,,4.0,Not as described.,37.7,99.02,37.7,,
ORD109179,CUST12332,PROD1808,Clothing,75.36,1.0,3.0,Exceeded expectations.,5.52,85.17,5.52,75.36,156.37012800000002
ORD109871,CUST11897,PROD2189,,,3.0,4.0,Exceeded expectations.,23.39,101.12,23.39,,
ORD108712,CUST10013,PROD1797,Beauty,142.61,2.0,,Exceeded expectations.,3.54,47.08,3.54,285.22,322.203212
ORD101763,CUST12289,PROD1481,Grocery,123.82,1.0,5.0,Will buy again.,29.91,123.21,29.91,123.82,209.995438
ORD101875,CUST10714,PROD2324,Beauty,94.63,3.0,1.0,Terrible experience.,13.22,143.26,13.22,283.89,389.619742
ORD103224,CUST14968,PROD1449,Books,327.23,1.0,,Good value for money.,26.38,135.84,26.38,327.23,376.746726
ORD100526,CUST11388,PROD1179,Clothing,368.38,,,Five stars!,25.87,61.79,25.87,,
